Nombre;Sexe;Annee;Prenoms;Nombre total cumule par annee
9;M;2004;Yoann;9
13;F;2004;Zélie;13
12;M;2005;Adrian;12
127;M;2005;Alexis;127
65;F;2005;Alix;76
6;F;2005;Alixe;6
6;M;2005;Alpha;6
11;F;2005;Anouck;11
24;F;2005;Audrey;24
10;M;2005;Bilel;10
8;F;2005;Blandine;8
7;F;2005;Célestine;7
46;F;2005;Célia;46
5;F;2005;Chelsea;5
7;F;2005;Christelle;7
14;F;2005;Claudia;14
21;M;2005;Dan;21
7;F;2005;Daphnée;7
73;M;2005;David;73
49;F;2005;Eden;59
5;F;2005;Éloïse;5
11;M;2005;Elyes;11
5;F;2005;Fatimata;5
18;F;2005;Flora;18
5;M;2005;Grégory;5
42;M;2005;Ilan;42
6;F;2005;Imene;6
5;F;2005;Inaya;5
7;M;2005;Jarod;7
8;M;2005;Joaquim;8
19;F;2005;Judith;19
14;M;2005;Justin;14
5;F;2005;Khadidja;5
8;F;2005;Klara;8
9;F;2005;Laëtitia;9
63;F;2005;Léna;63
28;F;2005;Lily;28
11;M;2005;Lior;11
7;M;2005;Loris;7
197;M;2005;Lucas;197
40;F;2005;Lucile;40
8;F;2005;Maëva;8
38;M;2005;Malo;38
8;M;2005;Marcel;8
5;F;2005;Mariame;5
5;F;2005;Marjane;5
85;M;2005;Mathieu;85
5;F;2005;Melina;5
29;M;2005;Noa;29
43;F;2005;Olivia;43
9;F;2005;Rahma;9
7;M;2005;Raphael;7
5;F;2005;Safia;5
39;M;2005;Samy;39
16;F;2005;Sandra;16
10;M;2005;Sekou;10
5;F;2005;Seynabou;5
49;F;2005;Sofia;49
9;F;2005;Soraya;9
8;F;2005;Stéphanie;8
33;M;2005;Théophile;33
6;M;2005;Tidiane;6
60;M;2005;Vincent;60
12;M;2005;Vladimir;12
9;M;2005;Wissem;9
7;M;2006;Albert;7
309;M;2006;Alexandre;309
69;F;2006;Alix;77
8;F;2006;Aliya;8
5;M;2006;Aloys;5
35;M;2006;Amaury;35
14;F;2006;Amira;14
11;F;2006;Anaé;11
25;M;2006;Anton;25
41;M;2006;Antonin;41
9;F;2006;Ashley;9
21;M;2006;Auguste;21
125;M;2006;Baptiste;125
5;F;2006;Béatrice;5
23;M;2006;Benoît;23
6;M;2006;Chahine;6
12;F;2006;Christelle;12
24;M;2006;Christian;24
7;F;2006;Christina;7
8;F;2006;Christine;8
16;M;2006;Clovis;16
10;F;2006;Danaé;10
8;F;2006;Doriane;8
12;F;2006;Elia;12
11;F;2006;Emmanuelle;11
12;F;2006;Fiona;12
7;F;2006;Gabriela;7
19;M;2006;Gaël;19
11;M;2006;Gaëtan;11
9;F;2006;Gaïa;9
9;M;2006;Gianni;9
8;M;2006;Giovanni;8
26;F;2006;Hanna;26
22;F;2006;Hannah;22
43;M;2006;Ismaël;43
17;M;2006;Issa;17
22;F;2006;Jasmine;22
159;F;2006;Jeanne;159
6;M;2006;Joe;6
8;F;2019;Coumba;8
8;F;2019;Lya;8
8;F;2019;Théodora;8
7;F;2006;Juliana;7
7;M;2019;Philippe;7
5;F;2006;June;5
7;M;2019;Zéphyr;7
18;M;2006;Killian;18
7;F;2019;Laetitia;7
24;F;2006;Lana;24
6;M;2019;Stefan;6
5;M;2006;Lazar;5
6;F;2019;Binta;6
80;F;2006;Lola;80
6;F;2019;Clotilde;6
6;F;2006;Lorena;6
6;F;2019;France;6
18;F;2006;Louna;18
5;M;2019;Alhassane;5
6;M;2006;Luigi;6
5;M;2019;Kenan;5
21;F;2006;Manel;21
5;M;2019;Khalifa;5
8;F;2006;Nada;8
5;M;2019;Levi;5
13;F;2006;Naïla;13
5;M;2019;Orion;5
6;F;2006;Naïma;6
5;F;2019;Akshaya;5
5;M;2006;Nizar;5
5;F;2019;Lalya;5
6;F;2006;Noha;6
5;F;2019;Rosa;5
8;F;2006;Orlane;8
5;F;2019;Sadio;5
18;F;2006;Rachel;18
5;F;2019;Tali;5
8;M;2006;Rayen;8
33;M;2006;Roman;33
41;F;2006;Roxane;41
9;M;2006;Sabri;9
6;M;2006;Souleyman;6
10;M;2006;Stanley;10
9;F;2006;Talia;9
5;M;2006;Tancrède;5
6;F;2006;Tasnim;6
25;M;2006;Timothé;25
5;F;2006;Vittoria;5
23;M;2006;Yohan;23
8;F;2006;Yousra;8
5;F;2006;Ysé;5
117;F;2006;Zoé;117
5;M;2007;Abdallah;5
9;M;2007;Albert;9
6;F;2007;Alissa;6
5;F;2007;Ambrine;5
6;M;2007;Andreas;6
5;F;2007;Angel;12
5;M;2007;Archibald;5
5;M;2007;Aymane;5
7;M;2007;Baudouin;7
61;F;2007;Carla;61
6;F;2007;Chahinez;6
9;F;2007;Cléophée;9
24;M;2007;Cyprien;24
17;F;2007;Diana;17
13;F;2007;Eléna;13
5;M;2007;Elia;5
5;F;2007;Élina;5
10;F;2007;Emy;10
7;M;2007;Evann;7
10;F;2007;Félicie;10
11;M;2007;Idriss;11
54;F;2007;Iris;54
8;F;2007;Janna;8
6;M;2007;Jibril;6
7;M;2007;Joël;7
114;M;2007;Julien;114
154;F;2007;Juliette;154
5;M;2007;Lazare;5
5;F;2007;Leslie;5
6;F;2007;Loïse;6
5;F;2007;Lysa;5
47;F;2007;Mariam;47
14;F;2007;Marianne;14
15;F;2007;Marilou;15
38;M;2007;Marius;38
105;M;2007;Martin;105
23;M;2007;Matéo;23
119;F;2007;Mathilde;119
8;M;2007;Maxim;8
8;F;2007;Maxine;8
7;F;2007;Mélodie;7
16;M;2007;Michel;16
5;F;2007;Mounia;5
25;M;2007;Naël;25
6;F;2007;Naya;6
6;F;2007;Neyla;6
7;F;2007;Olga;7
11;M;2007;Pierre-Louis;11
213;F;2007;Sarah;213
5;F;2007;Siham;5
5;M;2007;Tahar;5
45;M;2007;Titouan;45
5;M;2007;Zakary;5
26;M;2008;Abel;26
11;F;2008;Agnès;11
7;M;2008;Alassane;7
8;F;2008;Aliyah;8
8;F;2008;Alycia;8
30;F;2008;Anaëlle;30
9;M;2008;Andréa;9
5;M;2008;Angelo;5
6;M;2008;Antonio;6
6;M;2008;Ayman;6
27;M;2008;Bastien;27
5;F;2008;Carine;5
13;F;2008;Carmen;13
6;M;2008;Célian;6
8;M;2008;Charly;8
23;F;2008;Clotilde;23
52;M;2008;Evan;52
10;M;2008;Eytan;10
48;F;2008;Faustine;48
18;F;2008;Flore;18
9;F;2008;Janna;9
6;F;2008;Kayliah;6
18;F;2008;Kelly;18
13;F;2008;Keren;13
5;F;2008;Laurène;5
6;F;2008;Lilly;6
101;F;2008;Lou;114
20;F;2008;Louisa;20
9;M;2008;Lubin;9
13;F;2008;Lucille;13
23;M;2008;Lukas;23
10;F;2008;Maïlys;10
6;M;2008;Marwane;6
14;F;2008;Melissa;14
47;F;2008;Mélissa;47
7;M;2008;Moustapha;7
12;F;2008;Nell;12
30;M;2008;Nils;30
6;M;2008;Philémon;6
10;F;2008;Pia;10
17;F;2008;Rebecca;17
5;F;2008;Samira;5
15;M;2008;Sébastien;15
15;F;2008;Shirel;15
6;F;2008;Stéphanie;6
6;M;2008;Tanguy;6
20;M;2008;Timothé;20
7;F;2008;Viviane;7
16;M;2008;Walid;16
48;M;2008;Yann;48
6;M;2008;Yannick;6
8;M;2009;Akram;8
6;M;2009;Aksil;6
30;M;2009;Alex;30
286;M;2009;Alexandre;286
42;M;2009;Ali;42
54;F;2009;Alicia;54
9;F;2009;Aline;9
16;F;2009;Ashley;16
7;F;2009;Aude;7
85;M;2009;Benjamin;85
5;M;2009;Bernard;5
10;F;2009;Carmen;10
37;F;2009;Céleste;37
118;F;2009;Clara;118
25;F;2009;Colombe;25
16;F;2009;Coumba;16
11;M;2009;Denis;11
58;F;2009;Diane;58
12;M;2009;Eden;12
7;F;2009;Eglantine;7
16;F;2009;Éléonore;16
19;M;2009;Eliot;19
75;M;2009;Eliott;75
6;M;2009;Émile;6
26;M;2009;Emmanuel;26
17;F;2009;Enora;17
11;M;2009;Ewan;11
24;F;2009;Fanny;24
13;F;2009;Fatima;13
7;M;2009;Flavien;7
11;M;2009;Gauthier;11
5;F;2009;Hayden;10
37;M;2009;Hector;37
82;F;2009;Héloïse;82
18;F;2009;Inaya;18
48;F;2009;Ines;48
62;M;2009;Ismaël;62
13;M;2009;James;13
10;F;2009;Jana;10
17;F;2009;Jessica;17
8;M;2009;Joris;8
18;M;2009;Justin;18
11;F;2009;Kadiatou;11
76;F;2009;Laura;76
5;F;2009;Leïna;5
61;M;2009;Léonard;61
41;F;2009;Lily;41
5;F;2009;Lorena;5
7;F;2009;Lylou;7
12;F;2009;Maeva;12
29;F;2009;Maïssa;29
30;F;2009;Marine;30
7;M;2009;Marouane;7
89;M;2009;Maxence;89
10;M;2009;Michael;10
33;M;2009;Milo;33
6;F;2009;Moïra;6
7;F;2009;Natalia;7
31;M;2009;Noham;31
10;F;2009;Olympe;10
9;M;2009;Paolo;9
12;F;2009;Quitterie;12
6;F;2009;Salimata;6
7;M;2009;Seydou;7
9;F;2009;Sira;9
25;M;2009;Souleymane;25
7;M;2009;Steven;7
6;F;2009;Tasnime;6
31;F;2009;Thaïs;31
15;F;2009;Thelma;15
32;M;2009;Théophile;32
16;F;2013;Audrey;16
41;M;2009;Thibault;41
5;F;2013;Balkis;5
6;F;2009;Tiffany;6
89;M;2013;Baptiste;89
78;M;2009;William;78
17;F;2013;Camélia;17
8;M;2009;Yannick;8
5;F;2013;Cloé;5
10;M;2010;Abdoul;10
5;M;2013;Cyriaque;5
6;M;2010;Aly;6
8;M;2013;Denis;8
5;F;2010;Anais;5
10;F;2013;Domitille;10
9;F;2010;Annaëlle;9
24;M;2013;Elio;24
9;M;2010;Barnabé;9
7;M;2013;Elliott;7
18;M;2010;Bastien;18
60;F;2013;Elsa;60
36;F;2010;Bérénice;36
5;F;2013;Faith;5
6;F;2010;Bouchra;6
11;F;2013;Fanny;11
37;M;2010;Charlie;37
6;F;2013;Fiona;6
6;F;2010;Clélie;6
8;M;2013;Gaël;8
14;F;2010;Cloé;14
50;M;2013;Hector;50
5;M;2010;Cyril;5
10;M;2013;Idris;10
6;M;2010;Dali;6
70;M;2013;Ismaël;70
15;M;2010;Dan;15
7;F;2013;Izia;7
40;F;2010;Daphné;40
6;M;2013;Jed;6
70;M;2010;David;70
6;M;2013;Joey;6
8;M;2010;Denis;8
150;M;2013;Joseph;150
9;F;2010;Eglantine;9
84;F;2013;Julia;84
22;F;2010;Eléa;22
7;M;2013;Lamine;7
7;M;2010;Emilien;7
12;F;2013;Laure;12
16;F;2010;Emy;16
10;M;2013;Leandro;10
44;F;2010;Esther;44
42;M;2013;Léonard;42
5;M;2010;Eugène;5
12;F;2013;Lia;12
33;F;2010;Eve;33
13;F;2013;Liora;13
18;F;2010;Fanny;18
23;F;2013;Liv;23
13;F;2010;Fatou;13
277;M;2013;Louis;277
29;M;2010;Florian;29
7;F;2013;Luce;7
19;M;2010;François;19
9;F;2013;Lylia;9
41;M;2010;Guillaume;41
5;F;2013;Maëlis;5
5;F;2010;Hind;5
5;M;2013;Manil;5
5;M;2010;Idrissa;5
13;F;2013;Marwa;13
13;F;2010;Ilana;13
33;M;2013;Mathias;33
8;F;2010;Ilona;8
6;M;2013;Maximilian;6
7;M;2010;Iyad;7
41;F;2013;Mélissa;41
14;M;2010;Jean-Baptiste;14
41;F;2013;Mia;41
20;M;2010;Jérémy;20
8;M;2013;Mickaël;8
7;F;2010;Jihane;7
14;F;2013;Morgane;14
120;M;2010;Joseph;120
70;F;2013;Noémie;70
60;F;2010;Julie;60
17;M;2013;Ousmane;17
5;F;2010;Kayla;5
9;F;2013;Quitterie;9
15;M;2010;Kenzo;15
56;M;2013;Robin;56
5;M;2010;Kenzy;5
12;M;2013;Saul;12
12;F;2010;Khadija;12
11;F;2013;Shana;11
5;M;2010;Leandro;5
6;F;2013;Shyrel;6
57;M;2010;Liam;57
13;F;2013;Sidonie;13
7;F;2010;Luisa;7
6;M;2013;Stéphane;6
41;F;2010;Luna;41
11;M;2013;Swann;11
10;F;2010;Maé;10
6;M;2013;Thierry;6
5;M;2010;Malcolm;5
22;M;2013;Titouan;22
10;M;2010;Malone;10
66;F;2013;Valentine;66
123;M;2010;Martin;123
9;M;2013;Yannick;9
13;M;2010;Marwan;13
5;F;2013;Yosra;5
5;M;2010;Menahem;5
7;F;2013;Yousra;7
10;F;2010;Nada;10
7;F;2013;Ysé;7
6;M;2010;Nolann;6
5;F;2013;Yuna;5
7;F;2010;Paula;7
6;M;2013;Zackary;6
7;M;2010;Philémon;7
18;F;2014;Aicha;18
80;M;2010;Quentin;80
6;F;2014;Aimée;6
25;M;2010;Raphael;25
15;M;2014;Aksil;15
5;M;2010;Sebastian;5
80;M;2014;Alexis;80
5;F;2010;Séraphine;5
5;M;2014;Amara;5
30;M;2010;Sofiane;30
9;F;2014;Anne;9
5;M;2010;Szymon;5
126;M;2014;Antoine;126
8;F;2010;Thalia;8
37;M;2014;Antonin;37
11;M;2010;Thibaud;11
6;F;2014;Auriane;6
60;M;2010;Titouan;60
20;F;2014;Aurore;20
77;F;2010;Valentine;77
7;F;2014;Ayline;7
14;F;2010;Yaël;14
8;M;2014;Ben;8
5;M;2010;Yvan;5
5;F;2014;Bonnie;5
6;M;2010;Zakarya;6
7;M;2014;Bradley;7
5;M;2010;Zinedine;5
8;F;2014;Catherine;8
5;F;2011;Aicha;5
37;F;2014;Chiara;37
9;M;2011;Alassane;9
42;M;2014;Eden;42
9;F;2011;Aline;9
6;M;2014;El;6
7;M;2011;Allan;7
6;F;2014;Éléa;6
18;M;2011;Ambroise;18
6;M;2014;Elhadj;6
40;M;2011;Amir;40
5;M;2014;Enguerrand;5
5;M;2011;Anass;5
18;F;2014;Eve;18
17;M;2011;André;17
15;F;2014;Farah;15
12;F;2011;Andréa;12
14;F;2014;Flore;14
5;M;2011;Ange;5
12;F;2014;Grace;12
44;M;2011;Antonin;44
20;F;2014;Hélène;20
18;F;2011;Camélia;18
5;F;2014;Hidaya;5
122;F;2011;Charlotte;122
211;F;2014;Inès;211
6;F;2011;Chayma;6
5;F;2014;Isabella;5
13;M;2011;Christian;13
5;M;2014;Ishaq;5
9;M;2011;Clovis;9
5;M;2014;Jamal;5
30;M;2011;Corentin;30
14;M;2014;Jérémie;14
22;M;2011;Dimitri;22
9;M;2014;Jimmy;9
39;M;2011;Edgar;39
11;F;2014;Johanna;11
8;F;2011;Élisa;8
8;M;2014;Jonathan;8
9;F;2011;Ellie;9
133;F;2014;Léa;133
8;F;2011;Elodie;8
17;M;2014;Leo;17
7;F;2011;Elyne;7
8;F;2014;Liya;8
12;F;2011;Emna;12
6;M;2014;Louison;6
8;M;2011;Farès;8
60;M;2014;Lucien;60
28;F;2011;Fatima;28
9;F;2014;Ludivine;9
17;F;2011;Flora;17
20;F;2014;Mahaut;20
29;M;2011;Florian;29
29;M;2014;Malo;29
6;M;2011;Fodé;6
118;F;2014;Manon;118
129;M;2011;Gaspard;129
25;F;2014;Marion;25
16;M;2011;Gauthier;16
17;F;2014;Marwa;17
8;M;2011;Guilhem;8
25;M;2014;Maximilien;25
7;F;2011;Hiba;7
11;M;2014;Milhan;11
26;M;2011;Hippolyte;26
27;M;2014;Nassim;27
6;F;2011;Iliana;6
5;M;2014;Nathanael;5
9;M;2011;Ilias;9
11;F;2014;Nesrine;11
8;M;2011;Islam;8
41;M;2014;Nicolas;41
6;F;2011;Isra;6
55;F;2014;Noémie;55
27;M;2011;Jacques;27
13;M;2014;Oren;13
24;F;2011;Léane;24
7;F;2014;Sabrina;7
12;F;2011;Leïla;12
146;M;2014;Sacha;146
11;F;2011;Liv;11
7;F;2014;Safiatou;7
6;M;2011;Louison;6
10;M;2014;Saïd;10
29;F;2011;Louna;29
7;M;2014;Selim;7
7;F;2011;Lyla;7
9;F;2014;Shirel;9
10;F;2011;Lylia;10
6;F;2014;Simone;6
20;M;2011;Mattéo;20
10;M;2014;Tancrède;10
5;M;2011;Matys;5
5;M;2014;Téo;5
12;F;2011;Melina;12
47;F;2014;Thaïs;47
7;M;2011;Mendel;7
8;F;2014;Viviane;8
5;F;2011;Mira;5
27;M;2014;Yacine;27
6;M;2011;Mustapha;6
100;F;2014;Yasmine;100
10;F;2011;Naïla;10
6;F;2014;Yuna;6
8;F;2011;Neyla;8
5;M;2015;Abdel;5
5;M;2011;Nizar;5
9;M;2015;Abraham;9
245;M;2011;Paul;245
88;M;2015;Adrien;88
5;F;2011;Sadio;5
9;F;2015;Agnès;9
13;F;2011;Serena;13
10;F;2015;Aïsha;10
5;F;2011;Sherine;5
5;F;2015;Aïssa;10
15;F;2011;Sibylle;15
9;M;2015;Aksil;9
43;F;2011;Sophia;43
21;F;2015;Aline;21
57;M;2011;Tristan;57
11;F;2015;Alyssa;11
7;M;2011;Vianney;7
5;F;2015;Amani;5
8;M;2011;Viktor;8
9;M;2015;Andrew;9
8;M;2004;Aboubacar;8
24;M;2015;Anis;24
24;F;2004;Aliénor;24
160;F;2015;Anna;160
23;F;2004;Ana;23
5;M;2015;Babacar;5
204;M;2004;Arthur;204
84;M;2015;Basile;84
15;F;2004;Aude;15
5;F;2015;Cléa;5
7;F;2004;Aurélia;7
89;F;2015;Clémence;89
14;F;2004;Auriane;14
5;F;2015;Clothilde;5
17;F;2004;Aurore;17
5;M;2015;Edmond;5
6;M;2004;Baba;6
42;F;2015;Ella;42
15;M;2004;Balthazar;15
33;F;2015;Emilie;33
84;F;2004;Carla;84
33;M;2015;Emmanuel;33
97;M;2004;Charles;97
20;F;2015;Emy;20
7;M;2004;Charlie;7
13;F;2015;Fatou;13
9;M;2004;Chris;9
10;M;2015;Gaétan;10
18;M;2004;Christophe;18
6;M;2015;Henry;6
14;F;2004;Cloé;14
72;M;2015;Ibrahim;72
13;M;2004;Constantin;13
20;M;2015;Ilian;20
5;F;2004;Cyrine;5
45;M;2015;Ilyes;45
5;M;2004;Diaby;5
7;F;2015;Isis;7
67;M;2004;Dylan;67
29;M;2015;Issa;29
7;M;2004;Elijah;7
25;M;2015;Jacques;25
5;M;2004;Emilio;5
9;M;2015;Jaden;9
14;M;2004;Evann;14
14;F;2015;Johanna;14
16;M;2004;Fabien;16
5;M;2015;Justin;5
23;M;2004;Gabin;23
10;M;2015;Lazare;10
47;F;2004;Garance;47
11;F;2015;Léana;11
13;M;2004;Georges;13
31;F;2015;Lena;31
8;F;2004;Gwendoline;8
30;M;2015;Léopold;30
8;F;2004;Hermine;8
10;M;2015;Lévi;10
26;M;2004;Ismaël;26
11;M;2015;Lilian;11
5;M;2004;Issam;5
9;F;2015;Liora;9
11;M;2004;Jad;11
8;M;2015;Loan;8
140;F;2004;Jade;140
19;F;2015;Louane;19
8;M;2004;Johann;8
13;M;2015;Louka;13
7;M;2004;Kamel;7
8;M;2015;Mahdi;8
5;M;2004;Karamoko;5
8;M;2015;Malone;8
5;F;2004;Karen;5
6;M;2015;Mamoudou;6
25;M;2004;Kévin;25
14;M;2015;Marco;14
9;F;2004;Leslie;9
17;M;2015;Marcus;17
16;F;2004;Lou-Anne;16
7;M;2015;Marwan;7
18;M;2004;Ludovic;18
5;F;2015;Marylou;5
24;M;2004;Lukas;24
10;F;2015;Maud;10
17;F;2004;Maïlys;17
6;M;2015;Mayas;6
12;M;2004;Marceau;12
7;M;2015;Mouad;7
91;M;2004;Matthieu;91
27;M;2015;Nael;27
34;F;2004;Mélanie;34
7;M;2015;Naor;7
5;M;2004;Modibo;5
6;M;2015;Nayel;6
5;M;2004;Mouhamed;5
11;M;2015;Neil;11
9;M;2004;Nabil;9
25;M;2015;Nils;25
7;F;2004;Nine;7
12;F;2015;Norah;12
10;M;2004;Patrick;10
108;F;2015;Olivia;108
5;M;2004;Pierre-Alexandre;5
21;M;2015;Owen;21
5;F;2004;Sandy;5
20;F;2015;Paola;20
35;F;2004;Sixtine;35
6;F;2015;Racha;6
18;F;2004;Talia;18
93;F;2015;Romane;93
11;M;2004;Thierry;11
6;F;2015;Sana;6
24;F;2004;Tiphaine;24
174;F;2015;Sarah;174
75;M;2004;Tristan;75
8;F;2015;Sira;8
5;F;2004;Violaine;5
20;F;2015;Sixtine;20
9;M;2004;Yannick;9
43;M;2015;Vadim;43
42;M;2004;Yassine;42
65;M;2015;Youssef;65
6;M;2004;Yohann;6
12;M;2015;Zakariya;12
13;M;2004;Zakaria;13
28;F;2016;Alexandra;28
5;F;2004;Zina;5
7;F;2016;Alissa;7
11;F;2005;Adélaïde;11
24;M;2016;Ambroise;24
12;M;2005;Anas;12
17;F;2016;Amira;17
16;F;2005;Anastasia;16
24;F;2016;Anaëlle;24
5;F;2005;Angie;5
7;M;2016;Ange;7
245;M;2005;Antoine;245
9;F;2016;Angela;9
19;F;2005;Aurélie;19
10;F;2016;Antonia;10
5;F;2005;Avital;5
20;F;2016;Asma;20
19;F;2005;Camélia;19
6;F;2016;Aysha;6
66;F;2005;Capucine;66
8;M;2016;Aziz;8
18;F;2005;Cassandre;18
9;F;2016;Camila;9
6;F;2005;Celia;6
134;F;2016;Camille;217
61;F;2005;Diane;61
6;M;2016;Christ;6
7;F;2005;Divine;7
19;F;2016;Clarisse;19
60;F;2005;Elise;60
88;M;2016;Clément;88
5;F;2005;Elvire;5
6;F;2016;Éléa;6
14;M;2005;Emilien;14
14;M;2016;Eliot;14
32;M;2005;François;32
16;F;2016;Elisabeth;16
24;M;2005;Gabin;24
52;F;2016;Elise;52
31;M;2005;Hadrien;31
41;F;2016;Élise;41
6;M;2005;Harold;6
11;F;2016;Elly;11
70;F;2005;Héloïse;70
26;F;2016;Elya;26
43;F;2005;Imane;43
88;M;2016;Enzo;88
16;F;2005;Irène;16
5;M;2016;Erwann;5
10;F;2005;Johanna;10
10;M;2016;Farès;10
6;M;2005;Johnny;6
15;M;2016;Ferdinand;15
137;F;2005;Julie;137
16;M;2016;François;16
7;M;2005;Kenzo;7
8;M;2016;Harouna;8
5;M;2005;Keziah;5
40;M;2016;Henri;40
6;F;2005;Lalie;6
7;F;2016;Hermine;7
19;F;2005;Laure;19
8;M;2016;Idris;8
9;F;2005;Lilya;9
166;F;2016;Inès;166
7;F;2005;Livia;7
17;F;2016;Irène;17
194;F;2005;Louise;194
100;M;2016;Ismaël;100
15;F;2005;Lucy;15
5;F;2016;Leïna;5
52;F;2005;Luna;52
11;F;2016;Léopoldine;11
5;M;2005;Lyam;5
5;F;2016;Liliana;5
5;F;2005;Mado;5
25;M;2016;Lino;25
7;M;2005;Mahé;7
5;M;2016;Loan;5
25;F;2005;Maria;25
13;M;2016;Loup;13
6;M;2005;Mario;6
74;F;2016;Madeleine;74
50;M;2005;Mathias;50
19;F;2016;Maïssa;19
6;F;2005;Meïssa;6
5;F;2016;Marley;14
28;F;2005;Mélissa;28
18;M;2016;Mathieu;18
5;F;2005;Meryem;5
23;M;2016;Mouhamed;23
19;M;2005;Mickaël;19
41;M;2016;Moussa;41
5;M;2005;Nabil;5
8;M;2016;Moustapha;8
14;F;2005;Naomie;14
13;F;2016;Naïla;13
8;M;2005;Nikola;8
6;F;2016;Naya;6
6;F;2005;Odélia;6
16;M;2016;Neil;16
103;M;2005;Oscar;103
5;M;2016;Nelson;5
6;M;2005;Paco;6
12;F;2016;Ninon;12
24;M;2005;Rafaël;24
29;F;2016;Pia;29
23;F;2005;Rebecca;23
41;F;2016;Raphaëlle;41
6;M;2005;Ricardo;6
7;M;2016;Robinson;7
5;M;2005;Safwane;5
5;M;2016;Sean;5
5;M;2005;Salomon;5
5;F;2016;Sélène;5
26;F;2005;Sirine;26
7;F;2016;Sidonie;7
10;F;2005;Tali;10
6;M;2016;Tayron;6
8;M;2005;Terence;8
31;M;2016;Thibault;31
84;F;2005;Victoire;84
14;M;2016;Titouan;14
7;F;2006;Adélie;7
25;F;2016;Violette;25
5;M;2006;Alejandro;5
8;M;2016;Zakarya;8
35;M;2006;Alex;35
41;F;2016;Zélie;41
6;M;2006;Alexander;6
8;F;2016;Zeynab;8
6;F;2006;Aline;6
7;M;2017;Alessio;7
33;F;2006;Aminata;33
9;M;2017;Aly;9
27;M;2006;Andrea;27
18;F;2017;Amélie;18
23;F;2006;Andréa;31
17;F;2017;Anastasia;17
19;F;2006;Anne;19
16;M;2017;Anis;16
20;M;2006;Aymeric;20
6;M;2017;Ari;6
7;F;2006;Bénédicte;7
17;F;2017;Asma;17
15;M;2006;Boubacar;15
5;F;2017;Astou;5
12;M;2006;Bruno;12
9;M;2017;Aymeric;9
252;F;2006;Camille;287
7;F;2017;Baya;7
14;F;2006;Catherine;14
6;M;2017;Calixte;6
7;F;2006;Célestine;7
5;F;2017;Calypso;5
15;F;2006;Clélia;15
18;M;2017;Camil;18
126;F;2006;Clémence;126
191;F;2017;Chloé;191
8;F;2006;Clothilde;8
23;F;2017;Claire;23
83;M;2006;David;83
60;F;2017;Clémence;60
11;M;2013;Archibald;11
47;M;2006;Dylan;47
8;F;2017;Coumba;8
126;M;2013;Augustin;126
11;F;2006;Elya;11
23;M;2017;Diego;23
64;F;2013;Ava;64
8;F;2006;Gabriella;8
8;F;2017;Ela;8
5;M;2013;Ayaan;5
8;F;2006;Grace;8
19;F;2017;Elia;19
45;M;2013;Ayoub;45
65;M;2006;Jean;65
47;F;2017;Ella;47
5;M;2013;Azad;5
5;F;2006;Johanne;5
6;F;2017;Flora;6
64;M;2013;Basile;64
54;M;2011;William;54
13;F;2017;Georgia;13
37;F;2013;Bérénice;37
7;M;2011;Xavier;7
18;M;2017;Hayden;18
71;M;2013;Camille;71
8;M;2011;Yani;8
8;M;2017;Ian;8
78;M;2013;Charles;78
8;M;2011;Zakariya;8
10;M;2017;Imrane;10
236;F;2013;Chloé;236
11;F;2012;Aaliyah;11
6;F;2017;Irina;6
65;F;2013;Constance;65
69;F;2012;Agathe;69
7;F;2017;Isabella;7
26;M;2013;Corentin;26
9;M;2012;Aksil;9
9;F;2017;Isabelle;9
72;F;2013;Diane;72
9;F;2012;Alba;9
7;M;2017;Jack;7
10;F;2013;Ellie;10
11;M;2012;Amadou;11
15;F;2017;Jennah;15
27;M;2013;Elliot;27
8;F;2012;Anissa;8
36;M;2017;Jonas;36
15;F;2013;Elya;15
46;F;2012;Anouk;46
6;F;2017;Kadiatou;6
41;F;2013;Emilie;41
33;M;2012;Anton;33
18;F;2017;Léana;18
12;F;2013;Emmanuelle;12
7;M;2012;Arthus;7
26;F;2017;Lilia;26
94;F;2013;Eva;94
12;F;2012;Astrid;12
17;F;2017;Lilya;17
9;F;2013;Éva;9
21;M;2012;Aurèle;21
13;M;2017;Lino;13
8;F;2013;Héléna;8
6;F;2012;Aurélie;6
10;F;2017;Liora;10
5;F;2013;Hélèna;5
10;M;2012;Aydan;10
44;F;2017;Liv;44
52;F;2013;Ines;52
98;M;2012;Baptiste;98
10;M;2017;Loris;10
7;F;2013;Isis;7
7;M;2012;Carl;7
10;F;2017;Maram;10
15;M;2013;Jaden;15
11;F;2012;Carmen;11
59;M;2017;Marceau;59
6;M;2013;Lilian;6
11;F;2012;Cécile;11
7;M;2017;Mark;7
5;F;2013;Lilwenn;5
60;M;2012;Charles;60
12;F;2017;Marwa;12
9;M;2013;Lisandro;9
42;F;2012;Charlie;72
5;M;2017;Maurice;5
22;F;2013;Lison;22
6;F;2012;Clothilde;6
6;M;2017;Mohamed-Amine;6
9;F;2013;Lou-Ann;9
11;M;2012;Cyril;11
5;F;2017;Morgane;5
17;F;2013;Louison;23
6;M;2012;Damian;6
5;M;2017;Mouhamad;5
11;M;2013;Louka;11
7;M;2012;Denis;7
38;M;2017;Naïm;38
7;F;2013;Lucia;7
24;F;2012;Elisabeth;24
30;F;2017;Naomi;30
91;F;2013;Lucie;91
28;M;2012;Elliot;28
9;F;2017;Paola;9
7;F;2013;Lucille;7
